decile_score,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree,jail_time
5,0,0,1,12,246.23333333333332
8,0,0,0,12,23.933333333333334
8,0,0,0,12,23.933333333333334
3,0,0,0,6,388.51666666666665
7,0,0,0,12,14.25
1,0,0,0,12,-5.283333333333333
1,0,0,0,12,-5.283333333333333
1,0,0,0,12,-5.283333333333333
1,0,0,0,12,-5.283333333333333
1,0,0,0,12,-5.283333333333333
1,0,0,0,12,-5.283333333333333
1,0,0,0,12,-5.283333333333333
1,0,0,0,12,-5.283333333333333
1,0,0,0,13,727.5166666666667
1,0,0,0,6,6.816666666666666
1,0,0,0,6,27.066666666666666
4,0,0,0,5,218.38333333333333
2,0,0,0,13,3295.15
2,0,0,0,13,3295.15
2,0,0,0,12,22.4
1,0,0,0,12,40.516666666666666
3,0,0,0,6,21.266666666666666
6,0,1,2,12,292.55
6,0,1,2,12,292.55
6,0,1,2,12,292.55
6,0,1,2,12,292.55
6,0,1,2,12,292.55
4,0,0,0,12,143.3
4,0,0,0,12,143.3
4,0,0,0,12,143.3
5,0,0,0,6,935.3
4,0,0,0,12,2564.8166666666666
4,0,0,0,12,2564.8166666666666
4,0,0,0,12,2564.8166666666666
4,0,0,0,12,2564.8166666666666
4,0,0,0,12,2564.8166666666666
9,0,0,0,12,2633.7
6,0,0,0,12,8.583333333333334
6,0,0,0,12,8.583333333333334
3,0,0,0,13,407.8333333333333
1,0,0,0,12,24.9
9,1,0,1,12,39.3
9,1,0,1,12,39.3
9,1,0,1,12,39.3
9,1,0,1,12,39.3
9,1,0,1,12,39.3
9,1,0,1,12,39.3
4,0,0,0,6,95.56666666666666
9,0,0,0,12,150.61666666666667
9,0,0,0,12,150.61666666666667
9,0,0,0,12,150.61666666666667
9,0,0,0,12,150.61666666666667
9,0,0,0,12,150.61666666666667
7,0,0,0,12,17.166666666666668
8,0,0,0,12,4.55
8,0,0,0,12,4.55
8,0,0,0,12,4.55
8,0,0,0,12,4.55
8,0,0,0,12,4.55
8,0,0,0,12,4.55
4,0,0,0,6,68.26666666666667
4,0,0,0,6,68.26666666666667
9,0,0,0,12,4970.95
9,0,0,0,12,4970.95
5,0,0,0,12,358.1666666666667
5,0,0,0,12,358.1666666666667
3,0,0,0,12,-0.016666666666666666
5,0,0,0,12,6.866666666666666
2,0,0,0,12,30.533333333333335
2,0,0,0,12,30.533333333333335
2,0,0,0,12,21.833333333333332
2,0,0,0,12,21.833333333333332
2,0,0,0,12,21.833333333333332
9,0,1,0,12,4224.233333333334
9,0,1,0,12,4224.233333333334
4,0,0,0,12,21.066666666666666
4,0,0,0,12,21.066666666666666
8,0,12,2,12,44.016666666666666
8,0,12,2,12,44.016666666666666
8,0,12,2,12,44.016666666666666
1,0,0,0,5,29.55
7,0,0,0,6,28.516666666666666
8,0,0,0,12,23.466666666666665
8,0,0,0,12,23.466666666666665
2,0,0,0,12,26.7
2,0,0,0,12,26.7
2,0,0,0,12,26.7
10,0,0,0,12,11310.233333333334
9,0,0,0,12,23.316666666666666
2,0,0,0,12,24.983333333333334
2,0,0,0,12,24.983333333333334
1,0,0,0,12,22.5
9,0,0,0,12,1919.05
9,0,0,0,12,1919.05
8,0,0,0,(MO3),333.43333333333334
8,0,0,0,(MO3),333.43333333333334
8,0,0,0,(MO3),333.43333333333334
9,0,0,0,6,15.183333333333334
10,0,0,0,12,20.8
10,0,0,0,12,20.8
4,0,0,0,12,361.56666666666666
1,0,0,0,6,-2.566666666666667
6,0,0,0,12,341.46666666666664
6,0,0,0,12,341.46666666666664
3,0,0,0,12,-3.0
3,0,0,0,12,-3.0
3,0,0,0,12,-3.0
4,0,0,0,12,72.95
4,0,0,0,12,72.95
1,0,0,0,12,28.866666666666667
2,0,0,0,5,91.53333333333333
2,0,0,0,5,41.46666666666667
5,0,0,0,12,27.25
2,0,0,0,5,21.3
2,0,0,0,5,21.3
2,0,0,0,5,21.3
2,0,0,0,6,58.583333333333336
8,0,0,0,12,698.9
8,0,0,0,12,698.9
9,0,0,0,13,187.83333333333334
9,0,0,0,13,187.83333333333334
4,0,1,0,12,170.38333333333333
4,0,1,0,12,170.38333333333333
4,0,1,0,12,170.38333333333333
4,0,1,0,12,170.38333333333333
3,0,0,0,12,19.166666666666668
3,0,0,0,12,19.166666666666668
2,0,0,0,6,-0.55
5,0,0,0,12,7.733333333333333
7,0,0,0,12,193.5
7,0,0,0,12,193.5
7,0,0,0,12,193.5
4,0,0,0,12,27.5
2,0,0,0,6,56.36666666666667
3,0,0,0,6,363.1166666666667
10,0,0,0,12,161.56666666666666
10,0,0,0,12,161.56666666666666
2,0,0,0,5,25.633333333333333
2,0,0,0,12,13.883333333333333
2,0,0,0,12,13.883333333333333
2,0,0,0,12,13.883333333333333
10,0,0,0,13,978.6833333333333
3,0,0,0,6,17.65
10,1,0,0,12,66.5
10,1,0,0,12,66.5
10,1,0,0,12,66.5
1,0,0,0,13,253.11666666666667
1,0,0,0,6,23.166666666666668
8,1,1,0,12,315.1333333333333
8,1,1,0,12,315.1333333333333
8,1,1,0,12,315.1333333333333
8,1,1,0,12,315.1333333333333
8,1,1,0,12,315.1333333333333
6,0,0,0,12,30.633333333333333
6,0,0,0,12,30.633333333333333
5,0,0,0,5,17.883333333333333
8,0,0,0,(MO3),389.75
8,0,0,0,(MO3),389.75
8,0,0,0,(MO3),389.75
3,0,0,0,12,42.85
3,0,0,0,12,42.85
3,0,0,0,12,42.85
9,0,0,0,12,628.3
9,0,0,0,12,628.3
9,0,0,0,12,628.3
9,0,0,0,12,25.983333333333334
9,0,0,0,12,25.983333333333334
9,0,0,0,12,25.983333333333334
9,0,0,0,12,25.983333333333334
1,0,0,0,5,24.6
6,0,0,0,12,3.816666666666667
6,0,0,0,5,21.466666666666665
10,0,0,0,6,6296.6
1,0,0,0,12,18.15
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
7,0,0,0,12,41.68333333333333
1,0,0,0,12,355.3833333333333
10,0,0,0,12,163.53333333333333
4,0,0,0,12,21.25
4,0,0,0,6,18.266666666666666
1,0,0,0,6,26.183333333333334
4,1,0,0,1,94.16666666666667
7,0,0,0,12,12722.033333333333
7,0,0,0,12,12722.033333333333
7,0,0,0,12,12722.033333333333
7,0,0,0,9,1683.0666666666666
7,0,0,0,9,1683.0666666666666
2,0,0,0,6,19.85
1,0,0,0,6,43.666666666666664
2,0,0,0,12,20.783333333333335
2,0,0,0,12,20.783333333333335
1,0,0,0,12,544.15
1,0,0,0,12,544.15
10,0,0,0,12,2301.116666666667
6,0,0,0,12,120.55
5,0,0,0,12,54.45
5,0,0,0,12,54.45
1,0,0,0,6,23.916666666666668
2,0,0,0,6,46.06666666666667
2,0,0,0,6,46.06666666666667
3,0,0,0,9,458.6666666666667
6,0,0,0,6,95.16666666666667
3,0,0,0,12,1.0
7,0,0,0,12,26.433333333333334
1,0,0,0,5,73.81666666666666
1,0,0,0,5,73.81666666666666
4,0,0,0,12,375.71666666666664
6,0,0,0,6,18.766666666666666
6,0,0,0,6,18.766666666666666
10,0,0,0,12,2540.5666666666666
10,0,0,0,12,2540.5666666666666
1,0,0,0,12,439.9
9,0,0,0,12,2813.4166666666665
9,0,0,0,12,2813.4166666666665
9,0,0,0,12,2813.4166666666665
6,0,0,0,6,16.65
1,0,0,0,13,4521.133333333333
2,0,0,0,12,16.316666666666666
2,0,0,0,12,16.316666666666666
1,0,0,0,6,20.566666666666666
1,0,0,0,12,27.933333333333334
10,0,0,0,6,270.1666666666667
2,0,0,0,13,47.4
8,2,2,1,12,814.45
8,2,2,1,12,814.45
8,2,2,1,12,814.45
5,0,0,0,(MO3),126.26666666666667
1,0,0,0,12,18.983333333333334
5,0,0,0,12,0.03333333333333333
8,0,0,0,6,20.783333333333335
8,0,0,0,6,20.783333333333335
8,0,0,0,6,20.783333333333335
8,0,0,0,6,20.783333333333335
8,0,0,0,6,20.783333333333335
8,0,0,0,6,20.783333333333335
2,0,0,0,6,24.9
2,0,0,0,6,24.9
1,0,0,0,12,472.75
5,0,0,0,12,23.783333333333335
5,0,0,0,12,23.783333333333335
5,0,0,0,12,23.783333333333335
5,0,0,0,12,23.783333333333335
5,0,0,0,12,23.783333333333335
1,0,0,0,13,48.35
4,0,0,0,6,1705.6666666666667
4,0,0,0,6,1705.6666666666667
5,0,0,0,6,27.95
1,0,0,0,12,27.016666666666666
10,0,0,0,13,2331.9166666666665
10,0,0,0,13,2331.9166666666665
9,0,0,0,6,5.216666666666667
4,0,0,0,12,22.15
4,0,0,0,12,22.15
9,0,0,0,13,1903.1
9,0,0,0,13,1903.1
8,0,0,0,12,24.733333333333334
3,0,0,0,12,8615.266666666666
9,0,0,0,12,30.516666666666666
9,0,0,0,12,30.516666666666666
3,0,0,0,12,23.466666666666665
2,0,0,0,6,617.25
2,0,0,0,6,617.25
10,0,0,0,12,2804.9666666666667
10,0,0,0,12,2804.9666666666667
10,0,0,0,12,2804.9666666666667
10,0,0,0,12,2804.9666666666667
4,0,0,0,6,19.883333333333333
3,0,0,0,6,71.68333333333334
3,0,0,0,6,71.68333333333334
1,0,0,0,12,41.56666666666667
1,0,0,0,12,41.56666666666667
3,0,0,0,5,6.116666666666666
4,0,0,0,6,29.833333333333332
9,0,1,0,12,50.28333333333333
1,0,0,0,14,872.5
5,0,0,0,12,20.416666666666668
1,0,0,0,14,2564.5333333333333
1,0,0,0,14,2564.5333333333333
10,0,0,0,12,27.4
10,0,0,0,12,27.4
10,0,0,0,12,27.4
10,0,0,0,12,27.4
10,0,0,0,12,27.4
6,0,0,0,12,49.25
2,0,0,0,6,65.55
3,0,0,0,6,25.1
8,0,0,0,13,698.8333333333334
5,0,0,0,12,2909.5
9,0,0,0,12,24.516666666666666
9,0,0,0,12,24.516666666666666
9,0,0,0,12,24.516666666666666
9,0,0,0,12,24.516666666666666
1,0,0,0,12,5.366666666666666
1,0,0,0,12,29.216666666666665
1,0,0,0,12,29.216666666666665
4,0,0,0,5,864.15
9,0,0,0,14,931.95
9,0,0,0,14,931.95
7,1,0,0,12,64.63333333333334
7,1,0,0,12,64.63333333333334
7,1,0,0,12,64.63333333333334
1,0,0,0,12,14.533333333333333
9,0,0,0,12,42.28333333333333
5,0,0,0,6,17.8
6,0,0,0,12,5246.166666666667
6,0,0,0,12,5246.166666666667
2,0,0,0,12,24.516666666666666
1,0,0,0,12,20.383333333333333
1,0,0,0,6,17.383333333333333
2,0,0,0,6,21.316666666666666
4,0,0,1,12,0.6666666666666666
1,0,0,0,6,25.766666666666666
1,0,0,0,6,25.766666666666666
1,0,0,0,6,25.766666666666666
1,0,0,0,12,26.383333333333333
3,0,0,0,12,44.4
3,0,0,0,12,44.4
3,0,0,0,12,44.4
7,0,0,0,12,67.16666666666667
6,0,0,0,6,5.8
10,0,0,0,13,5356.1
1,0,0,0,6,42.8
4,0,0,0,12,51.3
9,0,0,0,12,3117.116666666667
9,0,0,0,14,1724.45
6,0,0,0,12,44.06666666666667
4,0,0,0,9,5447.783333333334
6,0,2,0,12,31.333333333333332
6,0,2,0,12,31.333333333333332
1,0,0,0,6,20.783333333333335
1,0,0,0,12,21.583333333333332
4,0,0,0,12,1231.8333333333333
4,0,0,0,12,1231.8333333333333
4,0,0,0,12,334.5
1,0,0,0,12,78.55
9,0,0,2,6,29.35
9,0,0,2,6,29.35
5,0,0,0,12,148.06666666666666
2,0,0,0,13,909.1833333333333
2,0,0,0,6,23.816666666666666
4,0,0,0,12,22.166666666666668
2,0,0,0,12,-3.05
4,0,0,0,12,29.2
8,0,0,0,13,743.6333333333333
8,0,0,0,13,743.6333333333333
2,0,0,0,12,840.15
2,0,0,0,12,840.15
2,0,0,0,12,840.15
9,0,1,0,13,27.7
8,0,1,0,6,1821.9
8,0,1,0,6,1821.9
8,0,1,0,6,1821.9
1,0,0,0,6,25.133333333333333
8,0,0,0,12,623.2
8,0,0,0,12,623.2
8,0,0,0,12,623.2
8,0,0,0,12,623.2
5,0,0,0,6,119.63333333333334
5,0,0,0,6,119.63333333333334
5,0,0,0,6,119.63333333333334
5,0,0,0,6,119.63333333333334
3,0,0,0,12,8.2
1,0,0,0,6,19.766666666666666
8,0,0,1,6,142.66666666666666
8,0,0,1,6,142.66666666666666
8,1,0,0,13,2672.616666666667
5,0,0,0,12,30.433333333333334
1,0,0,0,6,24.083333333333332
2,0,0,0,12,24.033333333333335
5,0,0,0,13,72.25
2,0,0,0,12,24.033333333333335
2,0,0,0,6,27.6
7,0,0,0,12,532.7333333333333
2,0,0,0,12,1497.1333333333334
9,0,0,0,5,19.1
9,0,0,0,5,19.1
7,0,0,0,6,699.8833333333333
2,0,0,0,6,162.48333333333332
2,0,0,0,6,162.48333333333332
2,0,0,0,6,21.983333333333334
1,0,0,0,6,26.533333333333335
6,0,0,1,12,30.183333333333334
6,0,0,1,12,30.183333333333334
5,0,0,4,13,18.133333333333333
5,0,0,4,13,18.133333333333333
8,0,0,0,6,15.85
3,0,0,0,6,23.133333333333333
8,0,0,0,12,27.016666666666666
6,0,0,0,12,41.583333333333336
6,0,0,0,12,41.583333333333336
6,0,0,0,12,41.583333333333336
2,0,0,0,6,22.116666666666667
4,0,0,0,6,12.683333333333334
1,0,0,0,13,21.7
1,0,0,0,13,21.7
4,0,0,0,12,23.383333333333333
4,0,0,0,12,23.383333333333333
10,2,0,0,9,21.8
10,2,0,0,9,21.8
10,2,0,0,9,21.8
4,0,0,0,6,259.68333333333334
4,0,0,0,6,259.68333333333334
1,0,0,0,12,18.916666666666668
1,0,0,0,12,18.916666666666668
2,0,0,0,12,18.866666666666667
8,0,0,0,12,30.166666666666668
8,0,0,0,12,66.5
8,1,0,0,6,7754.916666666667
7,0,0,1,12,49.53333333333333
7,0,0,1,12,49.53333333333333
1,0,0,0,12,15.95
4,0,0,0,12,90.95
7,1,0,0,13,543.9
7,1,0,0,13,543.9
2,0,0,0,12,44.38333333333333
5,0,0,0,12,4.6
5,0,0,0,12,4.6
6,0,0,0,12,41.2
7,0,0,0,12,24.183333333333334
7,0,0,0,12,24.183333333333334
10,0,1,1,6,32.31666666666667
10,0,1,1,6,32.31666666666667
10,0,1,1,6,32.31666666666667
10,0,1,1,6,32.31666666666667
10,0,1,1,6,32.31666666666667
10,0,1,1,6,32.31666666666667
10,0,1,1,6,32.31666666666667
3,0,0,0,12,23.016666666666666
4,0,0,0,12,961.4833333333333
3,0,0,0,6,22.816666666666666
8,0,0,0,12,1033.4666666666667
1,0,0,0,13,121.43333333333334
2,0,0,0,12,21.9
7,0,0,0,6,2824.3166666666666
7,0,0,0,6,2824.3166666666666
6,0,0,0,12,598.1666666666666
6,0,0,0,12,598.1666666666666
1,0,0,0,12,984.2333333333333
1,0,0,0,6,29.45
1,0,0,0,6,72.71666666666667
1,0,0,0,12,169.48333333333332
4,0,0,0,12,46.46666666666667
1,0,0,0,12,69.38333333333334
4,0,0,0,6,65.36666666666666
1,0,0,0,6,311.43333333333334
2,0,0,0,12,22.7
2,0,0,0,12,22.7
7,0,0,0,6,39.6
4,0,0,0,12,341.1666666666667
9,0,0,0,5,26.916666666666668
9,0,0,0,5,26.916666666666668
8,0,0,0,6,44.46666666666667
1,0,0,0,12,46.333333333333336
1,0,0,0,12,46.333333333333336
4,0,0,0,6,28.633333333333333
8,0,0,0,12,73.35
8,0,0,0,12,73.35
5,0,0,0,12,1153.6166666666666
5,0,0,0,12,1153.6166666666666
4,0,0,0,5,23.1
4,0,0,0,6,95.85
5,0,0,0,12,15.633333333333333
4,0,0,0,12,67.63333333333334
4,0,0,0,12,67.63333333333334
4,0,0,0,12,67.63333333333334
4,0,0,0,12,67.63333333333334
4,0,0,0,12,67.63333333333334
1,0,0,0,13,1999.8833333333334
3,0,0,0,13,68.66666666666667
3,0,0,0,13,68.66666666666667
3,0,0,0,13,68.66666666666667
3,0,0,0,13,68.66666666666667
3,0,0,0,13,68.66666666666667
3,0,0,0,12,25.433333333333334
3,0,0,0,6,2.05
2,0,0,0,12,29.733333333333334
4,0,0,0,6,225.25
3,0,0,0,13,42.666666666666664
6,0,0,0,6,20.95
2,0,0,0,13,8613.366666666667
8,0,0,0,12,11457.366666666667
5,0,0,0,12,194.2
5,0,0,0,12,868.3666666666667
5,0,0,0,12,868.3666666666667
8,0,0,1,6,268.06666666666666
8,0,0,1,6,268.06666666666666
8,0,0,1,6,268.06666666666666
8,0,0,1,6,268.06666666666666
1,0,0,0,12,46.71666666666667
1,0,0,0,12,46.71666666666667
1,0,0,0,12,46.71666666666667
8,1,0,1,6,18.983333333333334
8,1,0,1,6,18.983333333333334
8,1,0,1,6,18.983333333333334
8,1,0,1,6,18.983333333333334
1,0,0,0,6,69.63333333333334
3,0,0,0,12,263.03333333333336
2,0,0,0,12,189.61666666666667
1,0,0,0,13,-2.15
3,0,0,0,12,49.21666666666667
3,0,0,0,12,49.21666666666667
3,0,0,0,12,1102.1166666666666
3,0,0,0,12,1102.1166666666666
1,0,0,0,6,19.216666666666665
1,0,0,0,6,29.35
1,0,0,0,6,29.35
3,0,0,0,6,23.333333333333332
3,0,0,0,6,23.333333333333332
2,0,0,0,12,26.716666666666665
2,0,0,0,12,26.716666666666665
5,0,0,0,12,3350.7166666666667
5,0,0,0,12,3350.7166666666667
10,0,1,0,12,110.91666666666667
2,0,0,0,13,413.43333333333334
10,0,0,0,12,20.116666666666667
10,0,0,0,12,20.116666666666667
10,0,0,0,12,20.116666666666667
8,0,0,0,12,71.7
8,0,0,0,12,71.7
8,0,0,0,12,71.7
10,2,0,0,12,3917.4166666666665
5,0,1,0,14,22.866666666666667
5,0,1,0,14,22.866666666666667
1,0,0,0,6,30.633333333333333
1,0,0,0,6,29.666666666666668
6,0,0,0,6,15.666666666666666
3,0,0,0,12,122.88333333333334
3,0,0,0,12,122.88333333333334
9,0,0,0,12,28.216666666666665
4,0,0,0,13,25.416666666666668
9,0,0,0,12,5037.666666666667
9,0,0,0,12,5037.666666666667
9,0,0,0,12,5037.666666666667
9,0,0,0,12,5037.666666666667
1,0,0,0,12,4177.816666666667
8,0,0,0,6,797.1833333333333
8,0,0,0,6,797.1833333333333
2,0,0,0,12,26.433333333333334
5,0,0,0,12,1635.3833333333334
5,0,0,0,12,1635.3833333333334
9,0,1,0,12,458.93333333333334
9,0,1,0,12,458.93333333333334
9,0,1,0,12,458.93333333333334
9,0,1,0,12,458.93333333333334
3,0,0,0,12,23.883333333333333
6,0,0,0,12,791.8666666666667
6,0,0,0,12,791.8666666666667
6,0,0,0,12,791.8666666666667
6,0,0,0,12,791.8666666666667
6,0,0,0,12,791.8666666666667
1,0,0,0,6,4.183333333333334
3,0,0,0,6,29.2
1,0,0,0,12,-3.433333333333333
4,0,0,0,12,27.166666666666668
5,0,1,0,12,529.6166666666667
5,0,1,0,12,529.6166666666667
7,0,0,0,13,288.06666666666666
4,0,0,0,5,25.116666666666667
4,0,0,0,5,25.116666666666667
4,0,0,0,5,25.116666666666667
4,0,0,0,5,25.116666666666667
3,0,0,0,5,10.25
3,0,0,0,5,10.25
1,0,0,0,12,797.7166666666667
5,0,0,0,12,28.35
5,0,0,0,12,28.35
8,0,0,0,12,28.266666666666666
8,0,0,0,12,28.266666666666666
8,0,0,0,12,28.266666666666666
8,0,0,0,12,28.266666666666666
8,0,0,0,12,28.266666666666666
